# Ribosome density, mRNA level, and translational efficiency measurements for haploid budding yeast (S.cerevisiae) growing exponentially in rich medium with glucose 
#
# Generated Tue Apr 07 00:00:36 2015 
#
# Citation:
#   "Accounting for experimental noise reveals that transcript levels,
#   amplified by post-transcriptional regulation, largely determine steady-state protein levels in yeast,"
#   Gábor Csárdi, Alexander Franks, David S. Choi, Eduardo M. Airoldi, and D. Allan Drummond, PLoS Genetics, 2015
#
# orf = Systematic yeast ORF (open reading frame) identifier
# gene = Common gene name
# ing1 = Ingolia et al. 2009 mRNA (average of two replicates)
# ger1 = Gerashchenko et al. 2012 mRNA
# mcm1 = McManus et al. 2014 mRNA
# sub1 = Subtelny et al. 2014 mRNA
# rd.ing1 = Ingolia et al. 2009 ribosome footprint density (average of two replicates)
# rd.ger1 = Gerashchenko et al. 2012 ribosome footprint density
# rd.ger2 = Gerashchenko et al. 2014 ribosome footprint density
# rd.mcm1 = McManus et al. 2014 ribosome footprint density (average of two replicates)
# rd.sub1 = Subtelny et al. 2014 ribosome footprint density
# mrna.median = Median of normalized mRNA measurements from ribosome profiling studies, excluding Ingolia et al. 2009
# mrna.n = Number of mRNA-level measurements from ribosome profiling studies, excluding Ingolia et al. 2009
# rd.median = Median of normalized ribosome footprint density measurements
# rd.n = Number of ribosome footprint density measurements from ribosome profiling studies
# te = Translational efficiency (rd.median/mrna.median)
orf	gene	ing1	ger1	mcm1	sub1	rd.ing1	rd.ger1	rd.ger2	rd.mcm1	rd.sub1	mrna.median	mrna.n	rd.median	rd.n	te
YJL114W		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YJL115W	ASF1	1.07483	2.020792	0.521416	0.4145	2.32566	2.910727	1.531647	1.19683	1.563524	0.521416	3	1.563524	5	2.99861
YJL116C	NCA3	0.07781	0.150115	0.043190	NA	0.15253	0.130275	0.144296	0.05076	NA	0.096653	2	0.137286	4	1.42040
YJL117W	PHO86	6.07534	5.875178	4.233364	4.1554	5.43851	7.298243	7.234590	5.29489	5.547631	4.233364	3	5.547631	5	1.31045
YJL118W		0.18544	0.735030	0.190819	0.3003	0.20601	0.190834	0.387777	0.10419	0.110449	0.300284	3	0.190834	5	0.63551
YJL121C	RPE1	1.35102	6.333946	2.664404	4.4592	7.60755	10.021752	12.363198	5.09988	7.911515	4.459221	3	7.911515	5	1.77419
YJL122W	ALB1	4.74272	7.477650	0.710665	2.1124	6.19306	4.932090	6.634220	1.27964	3.880688	2.112449	3	4.932090	5	2.33477
YJL123C	MTC1	3.82389	2.364916	2.318102	1.5500	4.07498	3.882836	3.402673	3.05886	3.008208	2.318102	3	3.402673	5	1.46787
YJL124C	LSM1	3.21948	5.883232	1.455881	3.0562	5.78300	6.076382	6.278229	2.09712	4.236303	3.056152	3	5.782998	5	1.89225
YJL125C	GCD14	2.14482	1.651542	1.265062	0.7667	1.27091	1.498745	1.931749	1.20885	1.275268	1.265062	3	1.275268	5	1.00807
YJL126W	NIT2	1.93060	0.623015	0.724800	0.3118	0.53179	0.553263	0.593258	0.51426	0.373304	0.623015	3	0.531793	5	0.85358
YJL127C	SPT10	0.43081	0.421983	NA	0.4315	0.31378	0.413309	0.346876	NA	0.257185	0.426758	2	0.330330	4	0.77404
YJL127C-B		5.51581	2.978752	NA	1.8695	2.73386	1.276488	0.714498	NA	1.097914	2.424137	2	1.187201	4	0.48974
YJL128C	PBS2	0.58464	0.926436	1.937249	0.9091	1.18803	1.430220	1.380829	1.82596	0.858872	0.926436	3	1.380829	5	1.49047
YJL129C	TRK1	0.43309	0.659724	0.993360	0.7423	0.20984	0.306435	0.251774	0.77473	0.138572	0.742276	3	0.251774	5	0.33919
YJL130C	URA2	0.69852	0.795667	3.196029	7.4799	7.91709	11.661192	16.023088	51.20312	7.618496	3.196029	3	11.661192	5	3.64865
YJL131C	AIM23	0.53780	0.671588	0.447601	0.2893	0.70571	0.405285	0.350779	0.49823	0.336564	0.447601	3	0.405285	5	0.90546
YJL132W		0.48358	0.199775	0.923472	0.1726	0.10250	0.153122	0.132126	0.29119	0.099109	0.199775	3	0.132126	5	0.66137
YJL133C-A		2.96585	2.182955	1.126855	1.0468	4.93140	5.428541	7.954070	3.76680	4.608020	1.126855	3	4.931401	5	4.37625
YJL133W	MRS3	1.92141	1.236957	1.638848	0.7777	0.84538	0.809319	0.770522	0.76805	0.555874	1.236957	3	0.770522	5	0.62292
YJL134W	LCB3	2.91508	1.317893	2.246643	0.8362	1.13647	1.552665	1.593859	1.70842	1.067977	1.317893	3	1.552665	5	1.17814
YJL136C	RPS21B	75.88107	64.024853	NA	52.2123	193.76793	52.023080	67.743694	NA	115.683567	58.118600	2	91.713631	4	1.57804
YJL136W-A		0.02969	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YJL137C	GLG2	0.50004	0.334046	0.752284	0.3457	0.31249	0.411008	0.351575	0.46751	0.315245	0.345664	3	0.351575	5	1.01710
YJL138C	TIF2	NA	NA	7.950808	NA	NA	NA	NA	16.32414	NA	7.950808	1	16.324142	1	2.05314
YJL139C	YUR1	0.79780	0.598731	0.972158	0.3980	0.31056	0.441424	0.387957	0.49556	0.339739	0.598731	3	0.387957	5	0.64797
YJL140W	RPB4	7.67335	5.866929	1.685179	2.4903	6.07077	3.961639	4.028001	2.02766	3.924233	2.490335	3	3.961639	5	1.59081
YJL141C	YAK1	0.44477	0.466338	2.440604	0.6077	0.42052	0.404937	0.407265	1.01917	0.344728	0.607654	3	0.407265	5	0.67023
YJL143W	TIM17	5.94336	8.059848	1.414262	1.5120	5.13077	11.430599	5.840179	2.78236	6.021406	1.512049	3	5.840179	5	3.86243
YJL144W		0.27450	0.107556	0.091091	NA	0.18998	0.535154	0.183066	0.10018	NA	0.099323	2	0.186524	4	1.87795
YJL145W	SFH5	3.30643	3.144150	1.491218	1.9441	3.94783	5.596820	4.633506	2.30282	3.291475	1.944088	3	3.947834	5	2.03069
YJL146W	IDS2	0.79674	0.503679	1.046758	0.4023	0.45160	0.680955	0.662531	0.66253	0.518000	0.503679	3	0.662530	5	1.31538
YJL147C		0.87368	0.512899	0.749143	0.2166	0.25624	0.259609	0.202477	0.29119	0.135623	0.512899	3	0.256241	5	0.49959
YJL148W	RPA34	10.69580	6.952723	2.227797	2.0402	7.19328	4.704463	8.663689	2.61672	4.569465	2.227797	3	4.704463	5	2.11171
YJL149W	DAS1	0.22875	0.389483	1.609793	0.3065	0.45834	0.970780	0.573745	0.91766	0.349945	0.389483	3	0.573745	5	1.47309
YJL151C	SNA3	4.26934	9.229391	2.510492	4.1760	7.42927	7.096528	10.304535	4.58027	7.914010	4.175976	3	7.429274	5	1.77905
YJL153C	INO1	0.17440	0.124193	0.241076	NA	0.04030	0.060854	0.041954	0.04942	NA	0.182635	2	0.045688	4	0.25016
YJL154C	VPS35	0.79831	1.025878	2.742931	1.2652	0.86753	1.539776	1.318515	2.99207	0.865676	1.265243	3	1.318515	5	1.04210
YJL155C	FBP26	0.98435	0.527756	1.051470	0.3166	0.51409	0.706580	0.389934	0.65051	0.422746	0.527756	3	0.514085	5	0.97410
YJL156C	SSY5	0.72066	0.434741	1.043617	0.4880	0.57358	0.588083	0.603760	1.10600	0.506887	0.488046	3	0.588083	5	1.20497
YJL157C	FAR1	1.31585	0.679659	0.009423	1.2362	1.26469	1.009485	1.128516	0.02538	1.062308	0.679659	3	1.062308	5	1.56300
YJL158C	CIS3	5.52320	21.226519	13.150833	10.9931	54.80649	51.955120	57.681562	27.71270	42.197014	13.150833	3	51.955120	5	3.95071
YJL159W	HSP150	NA	8.584288	NA	NA	NA	35.184700	50.125438	NA	NA	8.584288	1	42.655069	2	4.96897
YJL160C		0.18917	0.036321	0.136636	NA	0.06851	0.041192	0.028140	0.05076	NA	0.086479	2	0.045975	4	0.53164
YJL161W	FMP33	0.28709	0.194879	0.287407	NA	0.15439	0.227933	0.125682	0.16830	NA	0.241143	2	0.161347	4	0.66909
YJL162C	JJJ2	0.87779	0.405939	0.610151	0.2448	0.29035	0.294557	0.396789	0.26715	0.216816	0.405939	3	0.290348	5	0.71525
YJL163C		0.28800	0.110117	0.657267	0.1232	0.12198	0.240582	0.146479	0.35130	0.115892	0.123150	3	0.146479	5	1.18943
YJL164C	TPK1	0.51801	0.343838	0.798615	0.8847	0.68349	1.047523	0.751574	0.90029	0.968868	0.798615	3	0.900292	5	1.12732
YJL165C	HAL5	0.62540	0.781437	2.058965	0.7119	0.87738	0.700421	0.866164	1.31170	0.599873	0.781437	3	0.866164	5	1.10842
YJL166W	QCR8	5.57363	5.333224	0.994931	2.3871	10.56253	6.150729	7.079536	2.56864	5.675544	2.387091	3	6.150729	5	2.57666
YJL167W	ERG20	5.03893	4.936769	5.614645	7.6473	14.00494	13.108515	16.932515	11.48741	15.191179	5.614645	3	14.004939	5	2.49436
YJL168C	SET2	1.55810	0.852960	1.272915	0.8192	1.42324	0.946150	1.083404	1.16477	0.849801	0.852960	3	1.083404	5	1.27017
YJL170C	ASG7	0.37896	0.168707	0.021987	NA	0.33771	0.132637	0.270183	0.01469	NA	0.095347	2	0.201410	4	2.11239
YJL171C		1.28600	1.082394	1.718160	2.1190	3.69484	5.207278	5.101622	5.63818	2.946747	1.718160	3	5.101622	5	2.96924
YJL172W	CPS1	0.56112	1.239168	1.906623	3.4175	3.92055	7.799170	6.832589	8.44325	4.909884	1.906623	3	6.832589	5	3.58361
YJL173C	RFA3	2.18558	7.117883	0.844160	2.6270	6.44532	11.827526	6.133624	1.50672	4.588515	2.626981	3	6.133624	5	2.33486
YJL174W	KRE9	3.14780	2.745840	3.445743	2.8379	4.92134	5.827370	7.212278	4.86078	4.947759	2.837855	3	4.947759	5	1.74349
YJL176C	SWI3	0.68261	0.680057	1.150413	0.9015	1.32696	1.036256	1.300362	1.58687	0.934168	0.901528	3	1.300362	5	1.44240
YJL177W	RPL17B	24.39101	21.118705	12.602718	24.7326	95.39867	27.848195	29.463887	21.07272	49.628631	21.118705	3	29.463887	5	1.39516
YJL178C	ATG27	4.97254	2.994992	2.106081	1.9130	3.98976	4.000313	3.464089	2.97337	3.035650	2.106081	3	3.464089	5	1.64480
YJL179W	PFD1	7.48545	5.147720	0.711450	1.4392	5.93809	4.185389	4.836317	1.22221	3.987055	1.439171	3	4.185389	5	2.90819
YJL180C	ATP12	2.28739	1.392388	0.903840	0.4934	0.98505	1.049372	0.770574	0.96574	0.487156	0.903840	3	0.965744	5	1.06849
YJL181W		0.65953	0.288613	0.888920	0.3166	0.29924	0.280809	0.244277	0.40740	0.161705	0.316648	3	0.280809	5	0.88682
YJL183W	MNN11	3.87214	3.643745	2.852083	2.3817	2.03881	3.415844	3.208387	3.53037	1.982415	2.852083	3	3.208387	5	1.12493
YJL184W	GON7	2.01972	3.803077	0.369860	1.6355	3.59218	2.849673	2.835322	0.76672	3.074886	1.635537	3	2.849673	5	1.74235
YJL185C	ATG36	0.17861	0.488907	0.383995	0.2036	0.17634	0.274333	0.287951	0.20036	0.135397	0.383995	3	0.200362	5	0.52178
YJL186W	MNN5	2.20629	1.314241	2.402126	2.0850	2.99093	3.361964	3.842752	4.65374	2.631048	2.084951	3	3.361964	5	1.61249
YJL187C	SWE1	0.38003	0.456611	0.701242	0.5862	0.27086	0.293408	0.322972	0.49957	0.187786	0.586229	3	0.293408	5	0.50050
YJL189W	RPL39	155.52119	146.014855	7.645340	167.6408	497.64878	88.180054	367.700276	12.08315	466.918862	146.014855	3	367.700276	5	2.51824
YJL190C	RPS22A	143.03239	84.368999	5.986075	64.4037	221.10365	87.828716	135.383583	8.19613	153.830704	64.403720	3	135.383583	5	2.10211
YJL191W	RPS14B	NA	NA	10.432246	NA	NA	NA	NA	13.32272	NA	10.432246	1	13.322722	1	1.27707
YJL192C	SOP4	5.15797	6.597178	3.031908	3.4712	4.41808	5.307003	5.777993	3.46893	4.249457	3.471151	3	4.418079	5	1.27280
YJL193W		1.80590	0.800705	1.420544	0.5155	0.57043	0.604637	0.666870	0.72397	0.357882	0.800705	3	0.604637	5	0.75513
YJL194W	CDC6	0.37578	0.449020	0.458595	0.5754	0.58509	0.443387	0.615185	0.56235	0.488743	0.458595	3	0.562349	5	1.22624
YJL196C	ELO1	6.18494	3.747672	3.955380	3.2777	3.44704	4.391332	6.146488	4.72720	4.059630	3.747672	3	4.391332	5	1.17175
YJL197W	UBP12	0.39070	0.669234	0.668261	0.8260	0.50547	0.903674	0.811629	1.93015	0.503258	0.669234	3	0.811629	5	1.21277
YJL198W	PHO90	1.20248	1.283081	2.881137	0.9456	1.24084	1.452760	1.516884	2.65145	0.755908	1.283081	3	1.452760	5	1.13224
YJL200C	ACO2	2.03714	1.006477	2.590589	1.8543	2.84092	1.836027	2.423948	3.75612	1.845884	1.854340	3	2.423948	5	1.30718
YJL201W	ECM25	0.66296	0.859688	2.500284	0.6817	0.76325	0.917820	0.775452	1.36112	0.582636	0.859688	3	0.775452	5	0.90202
YJL203W	PRP21	1.24569	0.746956	0.558323	0.3263	1.19800	0.972286	0.853146	0.55567	0.697394	0.558323	3	0.853146	5	1.52805
YJL204C	RCY1	0.38009	0.505183	1.209308	0.4167	0.52224	0.571040	0.682096	1.03921	0.417756	0.505183	3	0.571040	5	1.13036
YJL205C	NCE101	1.51090	1.715691	0.179826	1.6150	1.91774	1.225509	2.643936	0.34863	2.875987	1.614956	3	1.917743	5	1.18749
YJL206C		0.35247	0.225899	1.061678	0.1984	0.14575	0.114420	0.128660	0.30455	0.087543	0.225899	3	0.128660	5	0.56955
YJL207C	LAA1	0.38595	0.305993	1.547757	0.9300	0.36585	0.631957	0.556260	3.04016	0.404149	0.930038	3	0.556260	5	0.59810
YJL208C	NUC1	0.91187	1.862087	0.877141	0.7210	1.21772	1.353186	1.495393	1.46665	0.828028	0.877141	3	1.353186	5	1.54272
YJL209W	CBP1	0.64209	0.748086	0.755425	0.4519	0.15443	0.152699	0.150638	0.31924	0.124057	0.748086	3	0.152699	5	0.20412
YJL210W	PEX2	0.70846	1.352160	1.027127	0.8012	0.38864	0.499602	0.518620	0.57036	0.372171	1.027127	3	0.499602	5	0.48641
YJL212C	OPT1	0.31235	0.827791	1.000428	1.4333	1.10278	1.714480	1.611883	3.47694	1.268918	1.000428	3	1.611883	5	1.61119
YJL213W		1.97436	0.839640	2.139062	0.3824	0.00622	0.005038	0.002054	0.00534	0.001588	0.839640	3	0.005038	5	0.00600
YJL214W	HXT8	0.05398	0.029684	NA	NA	0.05639	0.062354	0.032454	NA	NA	0.029684	1	0.056389	3	1.89965
YJL216C	IMA5	0.10979	0.107708	NA	0.1026	NA	0.000178	0.004673	NA	0.002495	0.105139	2	0.002495	3	0.02373
YJL217W	REE1	5.18056	7.633730	3.391560	5.9313	6.78271	10.766087	11.381469	6.10703	10.894095	5.931289	3	10.766087	5	1.81513
YJL218W		0.40577	0.722151	0.118575	NA	0.73931	1.159674	0.699632	0.15227	NA	0.420363	2	0.719470	4	1.71154
YJL219W	HXT9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YJL221C	IMA4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YJL222W	VTH2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YJL223C	PAU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YJL225C		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YJR001W	AVT1	1.69795	1.740992	2.928253	1.5697	1.47686	1.891392	1.853464	2.69019	1.416561	1.740992	3	1.853464	5	1.06460
YJR002W	MPP10	3.27199	3.384814	1.803754	1.5110	2.45194	3.190208	2.705224	2.65413	1.681458	1.803754	3	2.654126	5	1.47145
YJR003C		2.76027	1.392751	1.521058	0.6171	0.89813	0.845727	0.923343	1.05791	0.567441	1.392751	3	0.898134	5	0.64486
YJR004C	SAG1	0.15850	0.233783	0.564606	0.2239	0.04167	0.006000	0.005803	0.02671	0.025855	0.233783	3	0.025855	5	0.11059
YJR005C-A	LSO1	0.04890	1.507753	NA	NA	0.44894	2.968962	0.314551	NA	NA	1.507753	1	0.448940	3	0.29775
YJR005W	APL1	0.85621	1.363843	1.225013	0.7706	0.59491	1.016639	0.745899	1.23289	0.545895	1.225013	3	0.745899	5	0.60889
YJR006W	POL31	0.97931	1.447826	1.672614	0.5845	0.71589	1.062469	0.718555	1.00849	0.525030	1.447826	3	0.718555	5	0.49630
YJR007W	SUI2	3.22289	9.162797	4.830950	5.1246	14.59322	15.458396	15.055147	7.66317	10.300346	5.124570	3	14.593218	5	2.84770
YJR008W	MHO1	0.52889	0.358090	0.490791	NA	0.07994	0.207511	0.118364	0.19235	NA	0.424440	2	0.155356	4	0.36603
YJR009C	TDH2	NA	NA	20.428669	NA	NA	NA	NA	90.37117	NA	20.428669	1	90.371175	1	4.42374
YJR010C-A	SPC1	3.05970	3.799922	0.607795	0.9840	4.40019	5.862455	4.147546	0.99914	2.554165	0.984021	3	4.147546	5	4.21489
YJR010W	MET3	0.97291	0.459485	0.906981	0.3944	0.92133	0.366542	0.567917	0.53563	0.506206	0.459485	3	0.535634	5	1.16573
YJR011C		1.50026	1.087684	0.626641	0.3484	0.52034	0.604429	0.444546	0.38870	0.299143	0.626641	3	0.444546	5	0.70941
YJR012C		0.60302	0.909094	NA	0.3669	0.55318	0.695183	0.646587	NA	0.334749	0.638007	2	0.599881	4	0.94024
YJR013W	GPI14	1.85901	1.140976	1.088377	0.6955	0.92507	1.179666	1.082993	1.18347	0.714404	1.088377	3	1.082993	5	0.99505
YJR014W	TMA22	3.35084	7.286319	2.373071	3.9724	10.38365	8.287480	9.252249	4.40128	10.670249	3.972356	3	9.252249	5	2.32916
YJR015W		2.38291	1.500754	NA	1.9871	3.02144	3.295017	4.233353	NA	2.919758	1.743930	2	3.158227	4	1.81098
YJR016C	ILV3	8.59473	4.934534	NA	11.3022	26.21410	14.565985	19.532649	NA	11.781544	8.118347	2	17.049317	4	2.10010
YJR017C	ESS1	1.07051	4.766750	NA	3.5358	3.88114	3.460496	4.940971	NA	4.957511	4.151257	2	4.411058	4	1.06258
YJR019C	TES1	0.32387	0.311573	NA	0.2610	0.27362	0.324410	0.501982	NA	0.355841	0.286275	2	0.340125	4	1.18811
YJR021C	REC107	0.35120	0.658616	NA	0.3838	0.48868	0.234244	0.202734	NA	0.201621	0.521203	2	0.218489	4	0.41920
YJR022W	LSM8	1.35638	0.851251	NA	NA	1.32305	0.920376	1.141713	NA	NA	0.851251	1	1.141713	3	1.34122
YJR024C	MDE1	4.48295	3.777613	NA	2.0924	2.03447	2.451696	2.611174	NA	2.043876	2.934993	2	2.247786	4	0.76586
YJR025C	BNA1	2.15167	1.392444	NA	1.8543	2.98407	1.762858	3.041547	NA	3.999756	1.623392	2	3.012807	4	1.85587
YJR026W		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YJR027W		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YJR028W		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YJR029W		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YJR030C		0.29697	0.479508	1.012207	0.4992	0.30962	0.437194	0.367365	0.70661	0.276009	0.499180	3	0.367365	5	0.73594
YJR031C	GEA1	0.39350	0.360848	1.028697	0.7910	0.45027	0.771512	0.633749	2.03835	0.414128	0.791030	3	0.633749	5	0.80117
YJR032W	CPR7	1.32677	1.514564	0.917975	0.9486	2.38099	1.977491	1.976553	1.55881	1.513856	0.948595	3	1.976553	5	2.08366
YJR033C	RAV1	0.13504	0.191250	0.925827	0.5422	0.26791	0.498804	0.382129	1.45463	0.318874	0.542199	3	0.382129	5	0.70478
YJR034W	PET191	1.02442	1.623131	0.232438	0.8018	2.40124	1.804689	1.846172	0.62246	1.903717	0.801826	3	1.846172	5	2.30246
YJR035W	RAD26	0.31054	0.179646	0.437393	0.2841	0.15890	0.177842	0.179189	0.42877	0.163066	0.284089	3	0.177842	5	0.62601
YJR036C	HUL4	0.19242	0.160201	0.387136	0.0931	0.02975	0.052797	0.026600	0.12155	0.034019	0.160201	3	0.034019	5	0.21235
YJR039W		0.25071	0.269527	0.709880	0.1851	0.03944	0.168596	0.102112	0.26181	0.061688	0.269527	3	0.102112	5	0.37886
YJR040W	GEF1	0.66395	0.933240	1.277626	0.8278	0.57479	1.283653	0.830243	1.45329	0.651128	0.933240	3	0.830243	5	0.88964
YJR041C	URB2	0.61031	0.464516	1.499071	0.7537	0.67823	1.011134	1.286626	2.74763	0.652943	0.753747	3	1.011134	5	1.34148
YJR042W	NUP85	1.90163	1.700492	2.038548	1.0960	1.34367	1.855261	1.561302	2.40167	0.995403	1.700492	3	1.561302	5	0.91815
YJR043C	POL32	1.01815	1.051482	0.608580	0.5159	0.94190	0.839563	0.981549	0.69859	0.661334	0.608580	3	0.839563	5	1.37954
YJR044C	VPS55	1.74712	2.510526	1.145702	1.3504	3.88836	4.146017	4.147469	2.48849	2.515383	1.350436	3	3.888357	5	2.87934
YJR045C	SSC1	2.39931	8.767067	6.851437	19.3012	38.51563	42.025896	44.624227	62.40334	37.226803	8.767067	3	42.025896	5	4.79361
YJR046W	TAH11	0.54721	1.701641	1.218731	1.1234	0.60634	0.788627	0.772705	1.02452	0.548844	1.218731	3	0.772705	5	0.63402
YJR047C	ANB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YJR048W	CYC1	0.89982	1.005414	0.757781	1.8154	6.18616	0.759018	2.448263	2.48716	5.863557	1.005414	3	2.487157	5	2.47376
YJR049C	UTR1	1.01468	1.476583	1.236792	0.8815	1.05389	1.292869	1.063506	1.35311	0.805576	1.236792	3	1.063506	5	0.85989
YJR050W	ISY1	2.21589	1.052267	0.703597	0.5462	1.41449	1.282484	0.798355	0.46885	0.786525	0.703597	3	0.798355	5	1.13468
YJR051W	OSM1	1.59359	1.361814	1.248571	0.9592	1.38484	2.132295	1.448407	1.91279	1.152118	1.248571	3	1.448407	5	1.16005
YJR052W	RAD7	0.71162	0.592343	0.965091	0.3835	0.32821	0.504719	0.455689	0.57437	0.311389	0.592343	3	0.455689	5	0.76930
YJR053W	BFA1	0.31084	0.134715	0.175114	0.3102	0.32973	0.303823	0.398561	0.26448	0.252650	0.175114	3	0.303823	5	1.73500
YJR054W	KCH1	1.77074	0.665756	0.848871	0.5216	0.32674	0.287071	0.254650	0.30455	0.195270	0.665756	3	0.287071	5	0.43120
YJR055W	HIT1	1.53615	0.999136	0.246573	NA	1.10663	0.875028	1.024838	0.29386	NA	0.622854	2	0.949933	4	1.52513
YJR056C		1.63627	1.150549	0.713806	0.4121	1.01977	1.039172	0.954693	0.50625	0.557235	0.713806	3	0.954693	5	1.33747
YJR057W	CDC8	3.21039	2.884620	0.706739	0.8992	1.91098	1.792895	1.359493	0.79878	1.177746	0.899166	3	1.359493	5	1.51195
YJR058C	APS2	2.51853	3.553827	0.824528	1.0345	1.60457	2.389304	1.796644	0.55166	1.009691	1.034462	3	1.604566	5	1.55111
YJR059W	PTK2	0.31766	0.556611	2.723299	1.2442	1.01167	1.044406	1.043376	2.59669	0.944374	1.244155	3	1.043376	5	0.83862
YJR060W	CBF1	3.16883	1.107849	2.314176	1.4817	4.57038	2.476424	3.726904	2.81442	3.843040	1.481684	3	3.726904	5	2.51532
YJR061W		0.29808	0.119551	0.462521	0.2117	0.04476	0.080223	0.055947	0.18033	0.073935	0.211717	3	0.073935	5	0.34922
YJR062C	NTA1	0.71212	1.004362	1.137849	0.4825	0.54581	0.796481	0.539802	0.89361	0.471053	1.004362	3	0.545807	5	0.54344
YJR063W	RPA12	1.97440	5.939176	0.551256	1.8847	6.43249	7.625000	7.775086	1.41990	3.516229	1.884705	3	6.432494	5	3.41300
YJR064W	CCT5	7.47427	5.827943	4.501139	5.7946	7.27887	10.514744	8.644381	9.08841	7.220471	5.794643	3	8.644381	5	1.49179
YJR065C	ARP3	1.81900	4.534873	4.420257	3.9241	4.73274	7.789183	6.365269	6.53179	4.757931	4.420257	3	6.365269	5	1.44002
YJR066W	TOR1	0.26666	0.145246	0.744431	0.7593	0.21952	0.347176	0.326926	1.86604	0.269432	0.744431	3	0.326926	5	0.43916
YJR067C	YAE1	1.51003	1.943595	0.277984	0.4506	1.83133	1.498559	1.430229	0.45015	1.201106	0.450595	3	1.430229	5	3.17409
YJR068W	RFC2	3.05745	2.165020	1.627069	1.1063	2.16746	2.289937	2.232306	1.71643	1.192261	1.627069	3	2.167456	5	1.33212
YJR069C	HAM1	2.92984	3.195616	0.972158	2.3360	6.39252	8.075128	8.715272	2.58867	6.523303	2.335975	3	6.523303	5	2.79254
YJR070C	LIA1	4.34768	6.951404	4.216873	5.2776	15.76595	13.164737	17.623212	8.73978	12.119015	5.277580	3	13.164737	5	2.49446
YJR072C	NPA3	5.44424	2.803503	1.840661	1.8474	3.70355	4.064564	3.679661	2.96669	3.084638	1.847423	3	3.679661	5	1.99178
YJR073C	OPI3	1.79265	2.911648	1.460593	1.1870	1.33910	3.050473	2.476147	2.06105	1.712755	1.460593	3	2.061055	5	1.41111
YJR074W	MOG1	1.62282	1.746448	0.609366	0.9921	1.51716	2.129690	2.775138	0.92567	1.524062	0.992119	3	1.524062	5	1.53617
YJR075W	HOC1	2.89729	2.369681	2.447671	2.4482	2.91222	4.200315	3.974955	4.25301	2.814752	2.447671	3	3.974955	5	1.62397
YJR076C	CDC11	2.21875	1.978073	1.756638	1.6551	2.83120	4.111906	3.210852	2.85582	2.840380	1.756638	3	2.855823	5	1.62573
YJR077C	MIR1	1.31215	2.930213	2.174399	3.9720	7.05298	7.319637	11.216016	9.73224	6.226655	2.930213	3	7.319637	5	2.49799
YJR078W	BNA2	0.08791	0.072073	0.117790	NA	0.03573	0.116705	0.168739	0.09083	NA	0.094932	2	0.103768	4	1.09308
YJR079W		0.08972	NA	NA	NA	0.01982	NA	NA	NA	NA	NA	0	0.019819	1	NA
YJR080C	AIM24	0.67261	1.175053	0.840234	0.7929	0.73868	1.303472	1.175605	1.32506	0.829843	0.840234	3	1.175605	5	1.39914
YJR082C	EAF6	1.97385	1.567117	0.363578	0.9488	2.19601	1.110130	1.791792	0.40874	1.067751	0.948763	3	1.110130	5	1.17008
YJR083C	ACF4	0.77761	0.471777	0.751499	0.2758	1.17060	0.656115	0.853891	0.63047	0.457899	0.471777	3	0.656115	5	1.39073
YJR084W		1.05966	0.816856	0.976084	0.4366	0.56793	0.650838	0.539494	0.58506	0.422292	0.816856	3	0.567933	5	0.69527
YJR085C		6.54389	10.331783	1.133137	3.6139	8.75362	12.975896	9.539995	2.29080	10.180145	3.613870	3	9.539995	5	2.63983
YJR086W	STE18	2.44667	1.329908	0.010208	1.7961	8.19759	2.352117	4.730329	0.01736	2.492703	1.329908	3	2.492703	5	1.87434
YJR088C	EMC2	4.00036	3.211904	1.908979	1.7842	4.36798	5.429198	4.387098	2.98405	3.196221	1.908979	3	4.367984	5	2.28813
YJR089W	BIR1	0.47145	0.536366	0.588949	0.3953	0.29533	0.253379	0.285948	0.40740	0.186425	0.536366	3	0.285948	5	0.53312
YJR090C	GRR1	0.50249	0.457989	0.881853	0.7617	0.59315	0.487903	0.490659	1.00047	0.345409	0.761676	3	0.490659	5	0.64418
YJR091C	JSN1	0.17335	0.276193	0.914834	0.9731	0.72809	0.893701	0.891890	1.82997	0.573791	0.914834	3	0.891890	5	0.97492
YJR092W	BUD4	0.34966	0.442076	1.007495	1.2590	1.30321	1.211090	1.362086	3.60117	1.169128	1.007495	3	1.303214	5	1.29352
