# SCM estimates of mRNA and protein levels, log-transformed and unscaled, for haploid budding yeast (S.cerevisiae) growing exponentially in rich medium with glucose 
#
# Generated Tue Apr 07 00:00:36 2015 
#
# Citation:
#   "Accounting for experimental noise reveals that transcript levels,
#   amplified by post-transcriptional regulation, largely determine steady-state protein levels in yeast,"
#   Gábor Csárdi, Alexander Franks, David S. Choi, Eduardo M. Airoldi, and D. Allan Drummond, PLoS Genetics, 2015
#
# orf = Systematic yeast ORF (open reading frame) identifier
# gene = Common gene name
# mrna = Messenger RNA level
# prot = Protein level
# sd.mrna = Standard deviation on estimates of log-transformed mRNA levels (mRNA lower bound = exp(log(mrna)-sd.mrna)), mRNA upper bound = exp(log(mrna)+sd.mrna)))
# sd.prot = Standard deviation on estimates of log-transformed protein levels (protein lower bound = exp(log(prot)-sd.prot)), protein upper bound = exp(log(prot)+sd.prot)))
# n.mrna = Number of mRNA-level measurements
# n.prot = Number of protein-level measurements
orf	gene	mrna	prot	sd.mrna	sd.prot	n.mrna	n.prot
YBR103W	SIF2	-0.015534	0.000443	0.287	0.305	10	5
YBR104W	YMC2	-0.010886	-0.159980	0.271	0.316	10	3
YBR105C	VID24	0.650959	0.691419	0.259	0.253	12	2
YBR106W	PHO88	2.025484	1.971799	0.257	0.224	12	8
YBR107C	IML3	-0.614844	-0.837566	0.286	0.329	10	1
YBR108W	AIM3	-0.472255	-0.522015	0.277	0.354	10	3
YBR109C	CMD1	1.505327	1.548402	0.253	0.264	11	7
YBR110W	ALG1	0.120769	0.352523	0.292	0.222	9	5
YBR111C	YSA1	1.045341	0.871837	0.249	0.276	11	5
YBR111W-A	SUS1	-1.098686	-0.913550	0.294	0.352	4	2
YBR112C	CYC8	0.656040	0.536216	0.274	0.292	11	6
YBR114W	RAD16	-0.759195	-0.681146	0.265	0.285	10	3
YBR115C	LYS2	0.537989	0.982364	0.286	0.236	11	8
YBR117C	TKL2	-0.951164	-0.759237	0.275	0.311	9	4
YBR118W	TEF2	2.579512	2.281297	0.276	0.232	12	6
YBR119W	MUD1	-0.189416	-0.053677	0.298	0.325	11	3
YBR120C	CBP6	0.163340	0.488459	0.270	0.249	10	5
YBR121C	GRS1	1.871056	2.069037	0.241	0.222	12	10
YBR122C	MRPL36	0.403019	0.394337	0.277	0.254	11	3
YBR123C	TFC1	0.031566	0.337246	0.286	0.283	10	4
YBR125C	PTC4	-0.237535	-0.494455	0.287	0.336	10	3
YBR126C	TPS1	1.132624	1.355192	0.258	0.226	12	8
YBR127C	VMA2	1.923265	2.028946	0.261	0.221	12	10
YBR128C	ATG14	-1.059289	-1.240116	0.268	0.382	8	0
YBR129C	OPY1	0.137086	0.102449	0.243	0.308	11	3
YBR130C	SHE3	0.181393	0.399790	0.262	0.243	10	6
YBR131W	CCZ1	-0.626879	-0.294529	0.253	0.311	10	3
YBR132C	AGP2	-0.470545	0.013111	0.247	0.257	12	3
YBR133C	HSL7	0.164853	0.047702	0.271	0.304	12	3
YBR135W	CKS1	0.253973	0.341376	0.252	0.289	10	4
YBR136W	MEC1	-0.916243	-0.933276	0.273	0.393	10	3
YBR137W		0.121345	0.008663	0.248	0.264	11	3
YBR138C		-0.949813	-0.933984	0.299	0.314	8	1
YBR139W		0.306047	0.227905	0.260	0.254	12	5
YBR140C	IRA1	-0.164984	-0.110391	0.271	0.259	11	5
YBR141C	BMT2	-0.388346	-0.442192	0.263	0.326	10	2
YBR142W	MAK5	0.452055	0.522603	0.236	0.223	11	7
YBR143C	SUP45	1.911234	1.855164	0.279	0.215	12	9
YBR145W	ADH5	0.283225	0.253371	0.286	0.279	12	8
YBR146W	MRPS9	0.519475	0.181216	0.291	0.398	12	3
YBR147W	RTC2	-0.773606	-0.953395	0.295	0.403	9	0
YBR148W	YSW1	-1.237504	-1.366273	0.314	0.437	8	0
YBR149W	ARA1	1.072102	0.928078	0.235	0.244	11	8
YBR150C	TBS1	-0.358417	-0.444145	0.219	0.285	10	2
YBR151W	APD1	0.837917	0.653672	0.252	0.224	12	7
YBR152W	SPP381	-0.667449	-0.006219	0.277	0.229	7	4
YBR153W	RIB7	-0.043452	-0.352554	0.211	0.396	11	1
YBR154C	RPB5	1.050679	0.621870	0.264	0.369	12	5
YBR155W	CNS1	0.172927	0.485350	0.278	0.231	9	5
YBR156C	SLI15	-0.677860	-0.725576	0.268	0.272	9	2
YBR157C	ICS2	-0.491163	-0.759466	0.246	0.399	10	0
YBR158W	AMN1	0.858793	0.363992	0.258	0.313	12	2
YBR159W	IFA38	1.134261	1.297007	0.244	0.232	11	5
YBR160W	CDC28	0.618278	0.941652	0.255	0.275	12	6
YBR161W	CSH1	-0.593392	-0.743063	0.267	0.359	9	2
YBR162C	TOS1	1.817885	1.340651	0.254	0.218	12	6
YBR162W-A	YSY6	0.767042	0.377116	0.261	0.245	10	3
YBR163W	EXO5	-0.179854	-0.227832	0.258	0.271	12	2
YBR164C	ARL1	0.708487	0.905942	0.276	0.223	12	5
YBR165W	UBS1	-0.074454	-0.472248	0.282	0.400	12	0
YBR166C	TYR1	0.343490	0.501072	0.252	0.243	12	5
YBR167C	POP7	-0.200614	-0.341946	0.273	0.351	11	2
YBR168W	PEX32	-0.749768	-0.975862	0.293	0.435	10	0
YBR169C	SSE2	0.118995	0.550149	0.250	0.253	11	9
YBR170C	NPL4	0.101293	0.397395	0.280	0.226	11	5
YBR171W	SEC66	0.879050	1.084494	0.273	0.263	12	6
YBR172C	SMY2	0.401243	0.470852	0.235	0.220	11	7
YBR173C	UMP1	0.849354	0.416410	0.245	0.273	12	2
YBR175W	SWD3	-0.038413	-0.302777	0.252	0.360	12	2
YBR176W	ECM31	-0.315601	-0.148695	0.268	0.312	9	3
YBR177C	EHT1	0.753652	0.725958	0.245	0.204	11	8
YBR179C	FZO1	-0.351475	-0.022499	0.244	0.238	10	5
YBR180W	DTR1	-1.562542	-1.576737	0.312	0.423	9	0
YBR181C	RPS6B	1.928731	1.338788	0.247	0.243	10	4
YBR182C	SMP1	-1.306544	-1.364161	0.349	0.455	7	0
YBR182C-A		-2.692386	-2.646407	0.375	0.534	3	0
YBR183W	YPC1	-0.224136	-0.429804	0.278	0.357	12	2
YBR184W		-1.574409	-1.571023	0.350	0.445	5	1
YBR185C	MBA1	0.262007	0.356763	0.274	0.213	12	4
YBR186W	PCH2	-1.573869	-1.562599	0.306	0.410	7	0
YBR187W	GDT1	0.989222	0.616301	0.226	0.244	12	4
YBR188C	NTC20	0.132900	0.061990	0.258	0.209	12	4
YBR189W	RPS9B	2.403544	2.289664	0.215	0.247	12	7
YBR191W	RPL21A	2.867138	2.305346	0.237	0.262	12	7
YBR192W	RIM2	0.031223	-0.224570	0.220	0.321	11	2
YBR193C	MED8	-0.274736	-0.025703	0.238	0.214	8	6
YBR194W	AIM4	-0.177080	-0.314705	0.254	0.338	10	2
YBR195C	MSI1	-0.294928	-0.463120	0.289	0.317	10	4
YBR196C	PGI1	2.469363	2.594149	0.208	0.206	12	10
YBR196C-A		-2.084711	-2.072137	0.354	0.489	4	0
YBR196C-B		-1.974789	-1.975975	0.317	0.437	4	0
YBR197C		-0.355268	-0.261664	0.271	0.314	10	3
YBR198C	TAF5	0.285799	0.511108	0.295	0.311	9	5
YBR199W	KTR4	0.592277	0.524320	0.239	0.242	10	5
YBR200W	BEM1	0.106983	0.434784	0.261	0.184	8	5
YBR200W-A		-2.865294	-2.606194	0.397	0.520	3	0
YBR201C-A		-1.790822	-1.770778	0.398	0.500	4	0
YBR201W	DER1	-0.223697	-0.432436	0.247	0.290	9	3
YBR202W	MCM7	0.069810	0.160128	0.240	0.256	10	5
YBR203W	COS111	-0.967630	-1.086161	0.302	0.397	9	0
YBR204C	LDH1	-0.390670	-0.497245	0.295	0.384	10	2
YBR205W	KTR3	0.490526	0.252038	0.277	0.222	10	7
YBR207W	FTH1	0.452942	0.489661	0.236	0.255	11	4
YBR208C	DUR1,2	0.088120	0.230538	0.284	0.226	10	7
YBR210W	ERV15	0.074646	-0.337686	0.270	0.368	11	0
YBR211C	AME1	-0.117159	0.006268	0.276	0.240	9	3
YBR212W	NGR1	0.344216	0.407538	0.260	0.213	12	6
YBR213W	MET8	-0.533660	-0.584223	0.266	0.367	11	2
YBR214W	SDS24	0.515550	0.542785	0.251	0.249	11	9
YBR215W	HPC2	-0.340756	-0.421360	0.241	0.329	10	3
YBR216C	YBP1	-0.004824	0.222552	0.291	0.253	11	5
YBR217W	ATG12	-0.508492	-0.823993	0.301	0.405	10	0
YBR218C	PYC2	0.929095	1.352125	0.294	0.247	10	7
YBR219C		-0.390952	-0.724393	0.304	0.384	8	0
YBR220C		-0.363622	-0.542058	0.247	0.384	9	1
YBR221C	PDB1	1.637494	1.476861	0.273	0.234	12	9
YBR221W-A		-2.608212	-2.368067	0.359	0.500	3	0
YBR222C	PCS60	0.464882	0.798880	0.270	0.211	9	7
YBR223C	TDP1	-0.653261	-0.366271	0.238	0.338	9	2
YBR225W		-0.442698	-0.379485	0.243	0.302	9	3
YBR227C	MCX1	-0.246312	0.253009	0.229	0.230	7	6
YBR228W	SLX1	-1.056716	-1.226627	0.299	0.425	10	0
YBR229C	ROT2	0.070643	-0.166690	0.259	0.322	11	3
YBR230C	OM14	0.559104	0.502283	0.269	0.264	10	5
YBR230W-A		-1.504963	-1.567944	0.344	0.445	4	0
YBR231C	SWC5	-0.240705	-0.148367	0.217	0.287	11	3
YBR233W	PBP2	-0.228520	-0.151357	0.284	0.284	10	3
YBR233W-A	DAD3	-0.427788	0.011126	0.244	0.257	5	5
YBR234C	ARC40	0.563100	0.217698	0.286	0.347	11	5
YBR235W	VHC1	-0.202938	-0.424534	0.257	0.363	11	2
YBR236C	ABD1	0.107425	0.149946	0.262	0.257	11	4
YBR237W	PRP5	-0.393213	-0.181554	0.264	0.240	10	4
YBR238C		0.008563	0.082352	0.248	0.303	10	5
YBR239C	ERT1	-0.559532	-0.808418	0.248	0.297	11	2
YBR240C	THI2	-1.640534	-1.641078	0.340	0.481	5	0
YBR241C		-0.233460	-0.042264	0.268	0.245	11	2
YBR242W		0.305802	0.283248	0.237	0.234	11	5
YBR243C	ALG7	0.118664	-0.143770	0.265	0.367	11	2
YBR244W	GPX2	0.949284	0.941511	0.273	0.229	11	6
YBR245C	ISW1	0.215803	0.519042	0.250	0.216	11	8
YBR246W	RRT2	0.370136	0.236003	0.265	0.309	11	5
YBR247C	ENP1	0.478300	0.945308	0.257	0.266	11	6
YBR248C	HIS7	0.650248	1.081873	0.255	0.198	11	9
YBR249C	ARO4	1.812512	1.736144	0.236	0.219	12	8
YBR250W	SPO23	-1.384522	-1.370620	0.306	0.405	8	1
YBR251W	MRPS5	0.067051	0.331797	0.220	0.203	10	4
YBR252W	DUT1	0.814735	0.740083	0.198	0.215	11	6
YBR253W	SRB6	0.127508	0.226279	0.249	0.215	10	4
YBR254C	TRS20	0.131975	0.033710	0.267	0.214	11	3
YBR255C-A		-0.911281	-0.928622	0.277	0.375	5	2
YBR255W	MTC4	-0.452533	-0.485193	0.257	0.263	9	2
YBR256C	RIB5	0.773486	0.701931	0.249	0.313	12	5
YBR257W	POP4	-0.370420	-0.561854	0.262	0.391	9	1
YBR258C	SHG1	-0.268010	-0.171359	0.282	0.319	10	3
YBR259W		-0.728153	-0.948796	0.302	0.399	9	0
YBR260C	RGD1	-0.009008	0.291594	0.225	0.223	10	6
YBR261C	TAE1	0.488096	0.468246	0.266	0.243	11	5
YBR262C	MIC12	0.297561	0.403475	0.246	0.234	10	4
YBR263W	SHM1	0.957579	1.013545	0.276	0.247	10	9
YBR264C	YPT10	-0.107119	-0.027776	0.294	0.307	9	3
YBR265W	TSC10	0.394987	0.502308	0.240	0.233	11	5
YBR267W	REI1	0.505950	0.636478	0.269	0.262	11	5
YBR268W	MRPL37	0.450842	0.338519	0.242	0.218	12	4
YBR269C	SDH8	0.056745	-0.037620	0.277	0.272	11	3
YBR270C	BIT2	-0.878599	-1.070007	0.285	0.375	10	0
YBR271W	EFM2	-0.354449	-0.498536	0.225	0.311	10	3
YBR272C	HSM3	-0.362138	-0.138926	0.267	0.230	9	4
YBR273C	UBX7	0.193811	0.205444	0.263	0.275	11	5
YBR274W	CHK1	-0.246245	-0.093735	0.231	0.285	10	3
YBR275C	RIF1	-0.565305	-0.546306	0.272	0.329	10	3
YBR276C	PPS1	0.099833	-0.235680	0.295	0.421	10	1
YBR278W	DPB3	-0.053867	-0.197201	0.277	0.326	11	3
YBR279W	PAF1	0.506719	0.596557	0.254	0.202	11	6
YBR280C	SAF1	-0.414584	-0.492305	0.281	0.368	11	3
YBR281C	DUG2	0.092090	0.163146	0.281	0.317	11	5
YBR282W	MRPL27	0.396333	0.364262	0.284	0.246	12	5
YBR283C	SSH1	1.267351	1.115981	0.246	0.225	11	5
YBR284W		-1.361058	-1.385020	0.300	0.452	7	0
YBR285W		-0.963800	-1.101718	0.286	0.412	8	0
YBR286W	APE3	1.737492	1.199877	0.270	0.278	12	8
YBR287W		0.595742	0.651344	0.232	0.224	12	4
YBR288C	APM3	0.244187	0.302887	0.243	0.228	11	6
YBR289W	SNF5	-0.291056	-0.369213	0.196	0.248	10	6
YBR290W	BSD2	0.220941	0.280206	0.223	0.205	11	2
YBR291C	CTP1	0.089925	-0.122865	0.259	0.310	12	3
YBR293W	VBA2	-0.311995	-0.602683	0.254	0.399	11	1
YBR294W	SUL1	-1.422005	-1.457316	0.320	0.438	7	0
YBR295W	PCA1	-0.692858	-0.880757	0.299	0.387	10	1
YBR296C	PHO89	-0.269618	-0.474063	0.275	0.346	10	2
YBR296C-A		-2.401064	-2.315339	0.413	0.502	3	0
YBR297W	MAL33	-0.925945	-1.059393	0.273	0.388	9	0
YBR298C	MAL31	-0.996401	-1.123244	0.269	0.422	9	0
YBR298C-A		-3.114676	-2.973822	0.335	0.445	1	0
YBR299W	MAL32	-1.263094	-0.629387	0.276	0.313	7	1
YBR301W	PAU24	-1.215852	-1.313821	0.315	0.459	8	0
YBR302C	COS2	-0.807256	-1.022291	0.338	0.433	5	0
YCL001W	RER1	0.213260	0.483567	0.273	0.226	8	6
YCL001W-A		-1.933058	-2.018774	0.379	0.447	6	0
YCL001W-B		-2.507181	-2.351615	0.368	0.507	3	0
YCL002C		-0.059310	-0.459724	0.249	0.358	11	0
YCL004W	PGS1	-1.063450	-1.159063	0.319	0.357	7	0
YCL005W	LDB16	-0.110545	-0.534405	0.279	0.314	10	1
YCL005W-A	VMA9	-0.759352	-0.825260	0.274	0.357	3	1
YCL008C	STP22	-0.042283	-0.140425	0.232	0.281	12	4
YCL009C	ILV6	1.479429	1.411665	0.274	0.210	12	10
YCL010C	SGF29	-0.188164	0.113604	0.285	0.200	10	4
YCL011C	GBP2	1.103530	0.609493	0.236	0.215	12	8
YCL012C		-1.287313	-1.066695	0.343	0.461	4	3
YCL014W	BUD3	-0.758310	-0.703369	0.281	0.391	10	3
YCL016C	DCC1	-0.394659	-0.190635	0.243	0.302	12	3
YCL017C	NFS1	0.653331	0.706499	0.223	0.236	12	9
YCL018W	LEU2	0.136724	-0.169968	0.307	0.369	9	3
YCL019W		-0.341561	-0.570472	0.284	0.362	6	2
YCL020W		-0.873323	-1.098784	0.269	0.343	6	0
YCL021W-A		-0.754331	-0.934751	0.311	0.402	6	0
YCL024W	KCC4	-0.507585	-0.428636	0.282	0.298	10	3
YCL025C	AGP1	0.578573	0.940378	0.275	0.245	12	4
YCL026C-A	FRM2	-1.337730	-1.440394	0.316	0.418	7	0
YCL026C-B	HBN1	-1.347937	-1.001466	0.316	0.369	4	3
YCL027W	FUS1	-0.312413	-0.628111	0.290	0.385	10	0
YCL028W	RNQ1	0.937561	0.791964	0.251	0.241	12	8
YCL029C	BIK1	-0.237606	-0.289243	0.252	0.310	11	4
YCL030C	HIS4	1.174388	1.354052	0.214	0.220	11	10
YCL031C	RRP7	0.829184	0.789655	0.253	0.215	10	5
YCL032W	STE50	-0.123062	0.002926	0.238	0.278	11	4
YCL033C	MXR2	0.065229	-0.018700	0.275	0.291	9	4
YCL034W	LSB5	0.233793	-0.059067	0.269	0.311	10	3
YCL035C	GRX1	1.295537	1.143474	0.251	0.245	12	8
YCL036W	GFD2	-0.298436	-0.490593	0.254	0.376	11	2
YCL037C	SRO9	0.901681	1.464695	0.248	0.247	12	8
YCL038C	ATG22	-0.424150	-0.679999	0.303	0.436	10	1
YCL039W	GID7	-0.214877	-0.160804	0.251	0.241	10	3
YCL040W	GLK1	1.124999	1.142706	0.248	0.238	11	10
YCL042W		-0.194837	-0.173904	0.293	0.347	8	2
YCL043C	PDI1	1.866557	1.513891	0.247	0.263	12	9
YCL044C	MGR1	0.017474	0.111714	0.236	0.356	11	3
YCL045C	EMC1	0.633493	0.899483	0.257	0.199	10	6
YCL047C	POF1	-0.146424	-0.136275	0.264	0.305	11	4
YCL048W	SPS22	-1.376487	-1.381218	0.282	0.367	9	0
YCL048W-A		-2.676657	-2.572532	0.386	0.489	2	0
YCL049C		-0.125060	-0.339279	0.277	0.315	11	1
YCL050C	APA1	1.494122	1.588370	0.234	0.223	12	10
YCL051W	LRE1	-0.616948	-0.691080	0.242	0.393	10	2
YCL052C	PBN1	0.261608	0.331485	0.224	0.243	10	4
YCL054W	SPB1	0.178657	0.090026	0.273	0.332	9	5
YCL055W	KAR4	0.104341	0.242403	0.273	0.233	10	4
YCL056C	PEX34	-0.207835	-0.597234	0.324	0.332	9	0
YCL057C-A	MIC10	-0.809766	-0.711709	0.305	0.404	3	2
YCL057W	PRD1	0.729578	0.972151	0.250	0.203	10	9
YCL058C	FYV5	-0.608754	-0.838365	0.275	0.404	9	0
YCL058W-A	ADF1	-1.559064	-1.486517	0.326	0.414	3	1
YCL059C	KRR1	0.821049	0.921243	0.230	0.255	11	7
YCL061C	MRC1	-0.436114	-0.277215	0.262	0.284	10	3
YCL063W	VAC17	-0.361635	-0.683180	0.278	0.372	11	0
YCL064C	CHA1	1.313276	1.403626	0.253	0.227	12	5
YCL066W	HMLALPHA1	-1.274496	-1.378365	0.298	0.460	5	0
YCL067C	HMLALPHA2	-0.651868	-0.658505	0.286	0.353	7	2
YCL068C		-1.809043	-1.746638	0.269	0.402	6	0
YCL069W	VBA3	-2.597568	-2.403644	0.302	0.537	4	1
YCL073C	GEX1	-1.250320	-1.316292	0.316	0.436	9	0
YCR002C	CDC10	0.853473	1.109855	0.244	0.233	12	7
YCR003W	MRPL32	0.364080	0.375013	0.230	0.251	11	3
YCR004C	YCP4	1.235111	1.261943	0.273	0.232	11	7
YCR005C	CIT2	0.858025	0.789103	0.246	0.270	12	6
YCR007C		-1.153879	-1.247746	0.276	0.394	10	0
YCR008W	SAT4	0.241355	0.023708	0.230	0.278	12	3
YCR009C	RVS161	1.139571	1.232835	0.247	0.228	12	7
YCR010C	ADY2	-1.315471	-1.209978	0.290	0.381	8	1
YCR011C	ADP1	0.467921	0.408906	0.211	0.241	12	7
YCR012W	PGK1	3.345888	3.231880	0.241	0.227	11	10
YCR014C	POL4	-0.588468	-0.858828	0.266	0.417	11	0
YCR015C		-0.317436	-0.259655	0.291	0.408	11	2
YCR016W		0.312817	0.464287	0.257	0.207	10	5
YCR017C	CWH43	0.588095	0.268441	0.248	0.268	12	6
YCR018C	SRD1	-0.299432	-0.219048	0.272	0.312	8	1
YCR019W	MAK32	-0.660607	-0.679889	0.275	0.388	8	2
YCR020C	PET18	-0.801064	-0.861120	0.302	0.341	9	1
YCR020C-A	MAK31	0.108033	0.072714	0.285	0.278	10	2
YCR020W-B	HTL1	-0.004823	0.468014	0.237	0.234	9	4
YCR021C	HSP30	0.103884	0.340939	0.244	0.219	12	4
YCR023C		-0.217614	-0.587590	0.261	0.371	13	0
YCR024C	SLM5	-0.472030	-0.369957	0.278	0.336	10	3
YCR024C-A	PMP1	1.804860	1.952583	0.269	0.243	9	2
YCR024C-B		-0.393328	-0.677855	0.290	0.407	4	0
YCR026C	NPP1	0.012006	0.065912	0.225	0.307	11	3
YCR027C	RHB1	-0.436156	0.022431	0.264	0.237	9	4
YCR028C	FEN2	-0.320355	-0.007090	0.263	0.263	10	1
YCR028C-A	RIM1	0.615217	0.887231	0.292	0.215	7	7
YCR030C	SYP1	0.185829	0.551788	0.263	0.227	11	5
YCR031C	RPS14A	2.564526	1.768315	0.273	0.294	11	4
YCR032W	BPH1	-0.791978	-0.915835	0.291	0.401	8	2
YCR033W	SNT1	0.109548	-0.147930	0.272	0.286	11	3
YCR034W	ELO2	1.230369	1.254689	0.257	0.231	11	7
YCR035C	RRP43	0.567265	0.631334	0.242	0.240	11	5
YCR036W	RBK1	0.465255	0.520568	0.245	0.208	12	6
YCR037C	PHO87	0.101342	-0.075223	0.242	0.293	12	4
YCR038C	BUD5	-0.834352	-0.510094	0.281	0.332	9	1
YCR039C	MATALPHA2	-0.688385	-0.973330	0.329	0.432	7	0
YCR040W	MATALPHA1	-1.815984	-1.813440	0.357	0.463	4	0
YCR042C	TAF2	-0.116474	-0.078470	0.266	0.292	8	3
YCR043C		0.635502	0.666235	0.259	0.242	12	4
YCR044C	PER1	0.294300	0.360413	0.242	0.235	11	3
YCR045C	RRT12	-0.969394	-1.144388	0.301	0.391	7	0
YCR046C	IMG1	0.444038	0.530471	0.217	0.216	11	4
YCR047C	BUD23	0.235334	0.444082	0.292	0.220	11	5
YCR048W	ARE1	0.010375	-0.176632	0.271	0.348	10	5
YCR050C		-1.064851	-1.164748	0.284	0.415	6	0
YCR051W		0.501056	0.400136	0.234	0.239	11	6
YCR052W	RSC6	0.475681	0.375656	0.252	0.332	12	8
YCR053W	THR4	1.863920	2.013354	0.239	0.251	12	10
YCR054C	CTR86	-0.249371	0.257548	0.267	0.222	9	5
YCR057C	PWP2	0.510023	0.973128	0.269	0.191	12	6
YCR059C	YIH1	0.451710	0.415720	0.249	0.203	12	4
YCR060W	TAH1	0.308658	0.262413	0.256	0.222	12	5
YCR061W		-0.213876	-0.504904	0.248	0.357	11	1
YCR063W	BUD31	-0.450961	0.177184	0.274	0.253	9	4
YCR065W	HCM1	0.089340	-0.090009	0.258	0.248	10	4
YCR066W	RAD18	-0.496274	-0.628048	0.300	0.360	11	3
YCR067C	SED4	0.338580	0.164474	0.252	0.262	12	3
YCR068W	ATG15	-0.646998	-0.306037	0.264	0.314	10	2
YCR069W	CPR4	0.460938	0.143229	0.254	0.252	10	3
YCR071C	IMG2	0.219472	0.368298	0.213	0.222	10	4
YCR072C	RSA4	0.094253	-0.009905	0.289	0.346	10	4
YCR073C	SSK22	-0.977254	-1.160080	0.277	0.354	7	1
YCR073W-A	SOL2	0.062114	0.102191	0.260	0.310	9	6
YCR075C	ERS1	-0.469044	-0.795708	0.250	0.445	11	0
YCR075W-A		-1.373445	-1.382744	0.355	0.470	3	0
YCR076C	FUB1	-0.213984	-0.493425	0.285	0.308	11	1
YCR077C	PAT1	0.592111	0.586485	0.269	0.235	11	6
YCR079W	PTC6	-0.263694	-0.464385	0.271	0.342	11	1
YCR081W	SRB8	-0.561997	-0.346009	0.254	0.293	9	2
YCR082W	AHC2	0.497511	-0.027852	0.234	0.321	11	1
YCR083W	TRX3	0.125978	0.153089	0.289	0.323	10	5
YCR084C	TUP1	0.866854	0.766928	0.279	0.284	11	7
YCR086W	CSM1	-0.297519	-0.035441	0.248	0.268	9	5
YCR087C-A		-0.105514	0.314494	0.278	0.215	5	5
YCR088W	ABP1	0.801278	1.012216	0.269	0.274	11	9
YCR089W	FIG2	-0.434395	-0.758601	0.266	0.432	10	0
YCR090C		0.565869	0.506900	0.214	0.233	11	5
YCR091W	KIN82	-0.893783	-0.960817	0.286	0.377	9	2
YCR092C	MSH3	-0.552551	-0.328921	0.271	0.311	8	5
YCR093W	CDC39	0.052031	0.694328	0.276	0.199	9	7
YCR094W	CDC50	-0.036345	0.036540	0.213	0.249	11	4
YCR095C	OCA4	0.069194	0.206169	0.254	0.234	11	4
YCR095W-A		-2.385656	-2.303423	0.446	0.579	4	0
YCR096C	HMRA2	-1.032205	-1.151672	0.297	0.368	7	0
YCR097W	HMRA1	-0.521760	-0.834442	0.293	0.431	7	0
YCR098C	GIT1	-1.371665	-1.459927	0.305	0.409	8	0
YCR099C		-1.105582	-1.213683	0.283	0.420	8	0
YCR100C		-0.940895	-0.978094	0.306	0.428	8	1
YCR101C		-1.720163	-1.746517	0.284	0.418	6	0
YCR102C		-0.628290	-0.901449	0.314	0.396	9	0
YCR104W	PAU3	-0.891127	-1.057339	0.291	0.456	8	0
YCR105W	ADH7	-0.651226	-0.424089	0.251	0.325	9	1
YCR106W	RDS1	-1.095138	-1.179834	0.286	0.428	10	1
YCR107W	AAD3	-0.980936	-1.128849	0.289	0.395	7	1
YCR108C		NA	NA	NA	NA	0	0
YDL001W	RMD1	-0.130123	-0.188879	0.261	0.278	12	3
YDL002C	NHP10	0.175513	0.328972	0.250	0.252	11	5
YDL003W	MCD1	0.174508	0.299079	0.242	0.247	11	4
YDL004W	ATP16	1.032245	0.632606	0.288	0.336	13	6
YDL005C	MED2	0.449525	0.462963	0.246	0.225	12	5
YDL006W	PTC1	-0.129250	-0.015878	0.266	0.290	12	3
YDL007C-A		-3.994981	-3.676787	0.480	0.525	1	0
YDL007W	RPT2	1.075367	0.680485	0.261	0.345	13	6
YDL008W	APC11	0.223662	0.154782	0.249	0.224	11	4
YDL010W	GRX6	0.251749	0.222805	0.259	0.242	11	5
YDL012C		0.563308	0.303238	0.287	0.193	10	4
YDL013W	SLX5	-0.350983	-0.649880	0.271	0.356	12	0
YDL014W	NOP1	1.750872	1.191147	0.261	0.374	13	6
YDL015C	TSC13	1.168481	1.335962	0.226	0.232	11	7
YDL017W	CDC7	-0.527458	-0.150045	0.269	0.236	8	4
YDL018C	ERP3	0.389516	0.571383	0.257	0.263	10	4
YDL019C	OSH2	0.199944	0.339373	0.211	0.233	11	7
YDL020C	RPN4	0.299866	-0.203412	0.266	0.373	12	0
YDL021W	GPM2	-0.639641	-0.152286	0.268	0.282	11	5
YDL022W	GPD1	1.372306	1.347482	0.297	0.255	12	8
YDL024C	DIA3	-1.277449	-1.398429	0.274	0.427	10	0
YDL025C	RTK1	-0.052142	0.123614	0.269	0.261	10	4
YDL027C		-0.265042	-0.358459	0.268	0.326	10	2
YDL028C	MPS1	-0.528195	-0.737210	0.278	0.357	11	1
YDL029W	ARP2	1.013786	0.853754	0.263	0.281	12	7
YDL030W	PRP9	-0.467679	-0.191877	0.261	0.293	8	3
YDL031W	DBP10	0.285690	0.095766	0.285	0.324	10	4
YDL033C	SLM3	-0.387768	-0.315656	0.296	0.309	11	1
YDL035C	GPR1	-0.128841	-0.328750	0.265	0.366	10	3
YDL036C	PUS9	-0.202552	-0.215137	0.286	0.354	11	3
YDL037C	BSC1	-0.440678	-0.757714	0.280	0.338	9	0
YDL039C	PRM7	-0.049499	-0.382954	0.314	0.420	10	0
YDL040C	NAT1	1.010684	1.153797	0.283	0.205	13	8
YDL042C	SIR2	0.043715	0.195301	0.269	0.222	12	5
YDL043C	PRP11	-0.153539	0.031979	0.240	0.247	11	3
YDL044C	MTF2	-0.443549	-0.124529	0.233	0.291	9	5
YDL045C	FAD1	0.036406	-0.232159	0.293	0.387	12	2
YDL045W-A	MRP10	-0.001524	-0.292839	0.274	0.334	8	2
YDL046W	NPC2	1.106358	0.625399	0.248	0.224	12	5
YDL047W	SIT4	0.491840	0.593223	0.243	0.222	13	6
YDL048C	STP4	-0.211294	-0.325806	0.267	0.297	10	2
YDL049C	KNH1	-1.040406	-1.194953	0.315	0.432	10	0
YDL051W	LHP1	1.017696	0.985903	0.222	0.288	11	7
YDL052C	SLC1	0.933596	1.093981	0.252	0.230	13	5
YDL053C	PBP4	0.653022	0.659252	0.252	0.210	11	6
