# mRNA and protein levels, scaled to (average) molecules per haploid cell, sampled according to mean and variance of SCM estimates, for haploid budding yeast (S.cerevisiae) growing exponentially in rich medium with glucose 
#
# Generated Tue Apr 07 00:00:36 2015 
#
# Citation:
#   "Accounting for experimental noise reveals that transcript levels,
#   amplified by post-transcriptional regulation, largely determine steady-state protein levels in yeast,"
#   Gábor Csárdi, Alexander Franks, David S. Choi, Eduardo M. Airoldi, and D. Allan Drummond, PLoS Genetics, 2015
#
# orf = Systematic yeast ORF (open reading frame) identifier
# gene = Common gene name
# mrna = Messenger RNA level
# prot = Protein level
# n.mrna = Number of mRNA-level measurements
# n.prot = Number of protein-level measurements
orf	gene	mrna	prot	n.mrna	n.prot
YGL065C	ALG2	5.7160	1493.7211	11	5
YGL066W	SGF73	2.6629	330.4649	11	5
YGL067W	NPY1	3.3816	939.2056	13	5
YGL068W	MNP1	8.7211	3744.8054	12	7
YGL070C	RPB9	5.2857	1939.8523	13	5
YGL071W	AFT1	2.8843	1218.0641	11	1
YGL073W	HSF1	1.3033	415.5016	10	3
YGL075C	MPS2	0.9592	90.4154	8	3
YGL076C	RPL7A	37.9936	102678.0238	12	6
YGL077C	HNM1	5.5968	5009.0470	13	3
YGL078C	DBP3	19.1082	13144.9386	13	7
YGL079W	KXD1	3.3928	1096.3269	12	2
YGL080W	MPC1	3.6339	1072.8554	13	5
YGL081W		0.5719	48.2120	10	0
YGL082W		9.4495	2181.4158	11	6
YGL083W	SCY1	2.4430	676.3504	12	4
YGL084C	GUP1	3.4539	1873.9841	12	4
YGL085W	LCL3	1.1149	183.5801	10	1
YGL086W	MAD1	3.9484	1460.5337	12	5
YGL087C	MMS2	4.2517	2532.8808	13	6
YGL089C	MF(ALPHA)2	2.6575	596.0052	9	0
YGL090W	LIF1	1.1643	155.5876	9	2
YGL091C	NBP35	2.1217	813.6475	12	2
YGL092W	NUP145	6.3152	1567.3317	11	7
YGL093W	SPC105	1.4138	150.1556	10	2
YGL094C	PAN2	3.3460	739.0493	11	5
YGL095C	VPS45	3.2155	942.0757	11	5
YGL096W	TOS8	0.3360	141.7683	12	0
YGL097W	SRM1	17.4368	10996.1346	12	8
YGL098W	USE1	4.4117	1400.5181	12	4
YGL099W	LSG1	6.7905	1537.4229	12	9
YGL100W	SEH1	5.0524	3584.5955	13	4
YGL101W		7.4051	1740.0168	13	5
YGL103W	RPL28	19.0565	197264.9713	12	7
YGL104C	VPS73	1.9994	326.1147	12	0
YGL105W	ARC1	25.2585	37528.6094	13	9
YGL106W	MLC1	3.5380	5373.1760	12	5
YGL107C	RMD9	6.2609	1129.7690	10	6
YGL108C		3.2854	348.8246	10	3
YGL110C	CUE3	4.4653	725.7756	11	4
YGL111W	NSA1	5.2557	2438.9770	13	6
YGL112C	TAF6	7.3775	3668.1007	12	5
YGL113W	SLD3	2.1457	492.4847	11	1
YGL114W		2.1493	1110.4217	12	1
YGL115W	SNF4	4.8738	2276.7110	13	5
YGL116W	CDC20	2.7500	638.1559	11	3
YGL117W		1.5982	406.0382	12	3
YGL119W	COQ8	3.7794	746.1250	12	5
YGL120C	PRP43	10.7823	780.9730	10	7
YGL121C	GPG1	3.1732	211.7778	11	1
YGL122C	NAB2	17.7098	6425.9521	12	6
YGL123W	RPS2	25.4848	228093.4068	13	7
YGL124C	MON1	1.7637	323.7321	11	3
YGL125W	MET13	8.1767	1538.7448	13	6
YGL126W	SCS3	3.5323	1573.0491	13	4
YGL127C	SOH1	5.2360	3755.2560	12	2
YGL128C	CWC23	1.1059	90.1078	10	1
YGL129C	RSM23	7.1190	1344.7460	11	6
YGL130W	CEG1	2.1210	924.7657	11	6
YGL131C	SNT2	0.6754	68.4201	10	1
YGL133W	ITC1	4.0289	899.3197	10	5
YGL134W	PCL10	1.1333	180.1997	11	1
YGL135W	RPL1B	113.9526	120977.9100	11	4
YGL136C	MRM2	1.7040	231.2411	11	1
YGL137W	SEC27	26.7499	13721.7665	13	8
YGL138C		0.3302	11.8223	8	0
YGL139W	FLC3	2.3799	729.9327	11	3
YGL140C		3.5479	956.1373	12	5
YGL141W	HUL5	1.8497	390.7549	11	3
YGL142C	GPI10	3.0578	412.3690	12	2
YGL143C	MRF1	0.9642	117.2886	11	2
YGL144C	ROG1	1.4900	126.0914	11	1
YGL145W	TIP20	3.9236	2015.0555	11	5
YGL146C	RRT6	0.7072	35.4069	10	0
YGL147C	RPL9A	42.4158	147423.7602	12	9
YGL148W	ARO2	8.5451	30807.6799	13	9
YGL150C	INO80	4.0764	1339.9679	12	6
YGL151W	NUT1	3.9159	1551.7115	11	7
YGL153W	PEX14	5.8872	575.2270	12	8
YGL154C	LYS5	1.3612	220.9943	11	1
YGL155W	CDC43	3.9169	2364.7803	10	2
YGL156W	AMS1	1.8706	438.3267	13	5
YGL157W	ARI1	7.5026	2224.6475	13	8
YGL158W	RCK1	1.1851	26.4970	7	1
YGL159W		2.3018	547.0860	10	4
YGL160W	AIM14	3.4369	520.2321	11	2
YGL161C	YIP5	5.0015	5787.0069	13	3
YGL162W	SUT1	2.4214	1136.3707	12	2
YGL163C	RAD54	0.6162	197.1302	12	0
YGL164C	YRB30	4.4522	658.1716	9	5
YGL166W	CUP2	2.5691	445.0868	11	1
YGL167C	PMR1	14.0733	7910.7893	12	7
YGL168W	HUR1	1.1888	325.2107	9	0
YGL169W	SUA5	2.7850	499.6722	11	5
YGL170C	SPO74	0.1844	4.5002	6	0
YGL171W	ROK1	4.1597	1093.3694	11	5
YGL172W	NUP49	9.0660	2375.9446	12	5
YGL173C	XRN1	16.5294	6834.7504	13	9
YGL174W	BUD13	4.6783	508.6700	11	3
YGL175C	SAE2	2.0363	80.7228	8	1
YGL176C		1.0393	64.5046	11	0
YGL178W	MPT5	4.5104	623.6502	11	4
YGL179C	TOS3	1.2269	101.1922	12	0
YGL180W	ATG1	1.2198	63.9741	11	3
YGL181W	GTS1	4.1354	3153.0999	12	5
YGL183C	MND1	0.4834	25.5234	8	0
YGL184C	STR3	2.2776	271.1031	9	2
YGL185C		2.4085	674.3812	11	3
YGL186C	TPN1	4.1918	1239.0941	13	1
YGL187C	COX4	10.5430	7667.4275	12	7
YGL188C-A		0.1862	6.8371	3	0
YGL189C	RPS26A	47.1546	191612.4932	12	7
YGL190C	CDC55	5.5868	1455.2510	12	8
YGL191W	COX13	4.0475	3245.1490	12	4
YGL192W	IME4	0.3876	109.6210	10	0
YGL193C		1.0614	531.4217	12	0
YGL194C	HOS2	3.2625	206.6200	11	5
YGL194C-A		0.6099	85.6584	4	0
YGL195W	GCN1	22.9554	10706.8558	12	9
YGL196W	DSD1	2.0080	513.5946	12	3
YGL197W	MDS3	1.0653	423.2711	10	7
YGL198W	YIP4	3.7048	2799.0399	11	1
YGL200C	EMP24	11.5129	11275.8035	13	5
YGL201C	MCM6	3.7977	838.8645	10	6
YGL202W	ARO8	24.7855	17964.3989	13	10
YGL203C	KEX1	6.5026	2445.3451	12	5
YGL205W	POX1	0.2079	5.2997	8	0
YGL206C	CHC1	12.1078	2568.8661	10	9
YGL207W	SPT16	12.9169	6801.7892	13	7
YGL208W	SIP2	2.3188	266.8878	11	3
YGL209W	MIG2	1.9333	2669.5954	12	3
YGL210W	YPT32	6.7856	1983.6321	12	5
YGL211W	NCS6	1.7344	363.1034	12	3
YGL212W	VAM7	2.5206	251.0572	11	5
YGL213C	SKI8	6.4464	1225.8150	12	5
YGL215W	CLG1	2.2813	3805.2818	13	0
YGL216W	KIP3	3.3852	534.7343	12	4
YGL219C	MDM34	2.1249	844.1760	12	2
YGL220W	FRA2	8.3707	6805.2675	13	5
YGL221C	NIF3	7.4459	8687.1037	13	8
YGL222C	EDC1	3.7378	269.6806	8	2
YGL223C	COG1	6.2625	347.4402	11	4
YGL224C	SDT1	2.4268	617.6860	13	5
YGL225W	VRG4	20.5371	14886.3330	12	4
YGL226C-A	OST5	4.8769	838.3105	9	4
YGL226W	MTC3	1.8357	139.2119	11	3
YGL227W	VID30	2.2147	341.2395	11	4
YGL228W	SHE10	5.4441	1207.6501	11	7
YGL229C	SAP4	3.0994	247.7013	11	3
YGL230C		0.7761	70.2774	8	0
YGL231C	EMC4	5.6429	5609.0897	11	7
YGL232W	TAN1	3.0808	504.6389	11	7
YGL233W	SEC15	7.7413	1320.9579	12	4
YGL234W	ADE5,7	15.4129	11316.1215	10	10
YGL235W		0.2310	17.6884	7	0
YGL236C	MTO1	1.4954	612.2296	11	2
YGL237C	HAP2	1.1640	459.6341	11	3
YGL238W	CSE1	14.3313	10164.4548	12	8
YGL240W	DOC1	1.4153	46.1147	8	2
YGL241W	KAP114	6.9185	177.8955	10	3
YGL242C		4.0703	5755.3173	13	5
YGL243W	TAD1	1.3599	374.6920	10	2
YGL244W	RTF1	8.0514	4975.6300	12	7
YGL245W	GUS1	23.9419	50194.7093	13	8
YGL246C	RAI1	3.4045	590.1715	10	5
YGL247W	BRR6	0.9038	274.8397	11	1
YGL248W	PDE1	3.5730	1405.1880	12	3
YGL249W	ZIP2	0.1513	4.0650	7	1
YGL250W	RMR1	2.5308	140.1100	10	3
YGL251C	HFM1	1.9636	196.3048	11	1
YGL252C	RTG2	8.7662	666.3930	12	6
YGL253W	HXK2	61.4907	89114.5291	13	11
YGL254W	FZF1	2.0156	397.1016	12	2
YGL255W	ZRT1	2.5764	967.4248	12	1
YGL256W	ADH4	2.9770	1367.2706	12	5
YGL257C	MNT2	1.3055	846.8740	11	3
YGL258W	VEL1	0.4933	21.1518	8	0
YGL258W-A		0.2975	13.5562	4	0
YGL259W	YPS5	0.5057	22.7442	9	0
YGL260W		0.6753	8.0210	3	0
YGL261C	PAU11	0.8558	108.7715	9	0
YGL262W		0.1694	5.0711	7	0
YGL263W	COS12	0.4816	16.8034	8	0
YGR001C	EFM5	8.5768	4513.7894	12	6
YGR002C	SWC4	3.2724	325.7271	11	5
YGR003W	CUL3	2.0428	371.3742	11	2
YGR004W	PEX31	2.2070	486.9374	11	1
YGR005C	TFG2	8.4063	2455.1412	12	5
YGR006W	PRP18	0.6174	124.8283	10	2
YGR007W	ECT1	6.0621	2976.2869	13	5
YGR008C	STF2	12.9070	10841.5426	13	8
YGR009C	SEC9	5.0179	1931.0472	12	3
YGR010W	NMA2	2.3184	271.5889	10	3
YGR012W		4.3629	969.2508	11	5
YGR013W	SNU71	6.8599	1244.9720	12	3
YGR014W	MSB2	7.0914	1521.9948	12	5
YGR015C		0.6915	142.5284	12	0
YGR016W		0.8528	54.8525	11	3
YGR017W		6.9481	1555.6627	11	5
YGR019W	UGA1	5.2746	3202.0197	13	7
YGR020C	VMA7	16.4978	10514.2521	13	7
YGR021W		2.4900	496.0330	11	4
YGR023W	MTL1	0.8401	216.6700	10	1
YGR024C	THG1	5.0243	1977.9348	12	4
YGR026W		7.9542	4438.5992	13	3
YGR027C	RPS25A	60.3052	117366.6583	12	6
YGR027W-A		NA	NA	0	0
YGR027W-B		0.1586	6.0290	1	0
YGR028W	MSP1	3.9000	1226.7695	12	4
YGR029W	ERV1	2.5049	1096.4684	12	2
YGR030C	POP6	3.3871	1192.1339	11	4
YGR031C-A	NAG1	0.2907	8.3127	3	0
YGR031W	IMO32	10.9034	1097.6276	10	4
YGR032W	GSC2	2.0508	673.9941	13	4
YGR033C	TIM21	4.5715	1172.7555	13	4
YGR034W	RPL26B	56.2584	70282.1931	12	7
YGR035C		1.3644	686.4517	11	0
YGR035W-A		1.1501	90.4355	4	0
YGR036C	CAX4	3.5587	807.2415	8	3
YGR037C	ACB1	29.9720	30590.6467	13	8
YGR038C-A		0.1252	1.1478	0	1
YGR038C-B		0.2402	9.8583	1	0
YGR038W	ORM1	6.3068	3427.6197	13	5
YGR040W	KSS1	7.8713	1469.3532	11	3
YGR041W	BUD9	6.0244	1429.4994	12	2
YGR042W		0.6707	397.9374	11	1
YGR043C	NQM1	1.4212	309.8904	11	5
YGR044C	RME1	3.9385	4673.9046	12	2
YGR046W	TAM41	2.5766	1130.3604	11	2
YGR047C	TFC4	2.5169	440.0977	11	3
YGR048W	UFD1	4.7781	1118.6590	12	4
YGR049W	SCM4	3.0957	1547.6549	12	5
YGR052W	FMP48	1.0845	53.8602	9	1
YGR053C		0.3305	59.3355	9	1
YGR054W		4.6035	1145.0856	12	7
YGR055W	MUP1	9.5448	5175.3959	12	3
YGR056W	RSC1	2.1444	624.8146	11	4
YGR057C	LST7	2.4058	456.6286	10	1
YGR058W	PEF1	1.9292	145.2623	11	2
YGR059W	SPR3	0.6903	39.9045	6	1
YGR060W	ERG25	15.7729	18729.8095	13	4
YGR061C	ADE6	22.3096	13916.2974	13	9
YGR062C	COX18	1.6989	264.8849	12	2
YGR063C	SPT4	4.7511	1075.4247	12	6
YGR065C	VHT1	2.8988	234.6734	10	3
YGR066C		0.1988	20.0318	7	0
YGR067C		0.4348	12.7040	10	1
YGR068C	ART5	1.7231	293.6398	10	3
YGR070W	ROM1	1.1288	167.1373	12	1
YGR071C	ENV11	1.7457	387.4697	11	3
YGR072W	UPF3	2.8263	753.8802	11	5
YGR074W	SMD1	3.7652	4643.9676	11	5
YGR075C	PRP38	2.5078	281.6915	8	3
YGR076C	MRPL25	5.7986	762.8470	12	4
YGR077C	PEX8	1.3134	908.6683	12	2
YGR078C	PAC10	8.6432	2668.9268	11	6
YGR079W		1.8872	294.3811	10	0
YGR080W	TWF1	6.0379	2214.2434	12	7
YGR081C	SLX9	5.7355	1397.1306	11	5
YGR082W	TOM20	13.7582	7212.0705	13	7
YGR083C	GCD2	8.9250	2274.3653	11	6
YGR084C	MRP13	9.7943	2539.9197	12	6
YGR085C	RPL11B	54.4441	52698.2373	11	6
YGR086C	PIL1	45.1766	65821.4631	13	8
YGR087C	PDC6	2.7475	237.0470	9	4
YGR088W	CTT1	3.3563	328.3002	12	6
YGR089W	NNF2	3.2107	1062.3697	12	3
YGR090W	UTP22	9.7116	4589.1298	12	6
YGR091W	PRP31	2.1392	120.6627	11	3
YGR092W	DBF2	5.4667	623.6168	12	5
YGR093W	DRN1	4.3085	746.4509	12	3
YGR094W	VAS1	12.2903	20162.3124	13	9
YGR095C	RRP46	8.2435	2357.2920	13	6
YGR096W	TPC1	2.0834	264.4738	12	1
YGR097W	ASK10	2.7892	1851.8192	13	2
YGR098C	ESP1	1.8443	791.4123	12	1
YGR099W	TEL2	2.2931	599.4803	11	3
YGR100W	MDR1	2.4976	336.5279	11	3
YGR101W	PCP1	1.2904	799.3037	13	0
YGR102C	GTF1	1.3065	466.7796	12	3
YGR103W	NOP7	15.9416	11816.4020	12	8
YGR104C	SRB5	2.4534	320.4981	11	3
YGR105W	VMA21	6.2474	8167.7592	12	3
YGR106C	VOA1	17.1176	50995.8647	12	4
YGR108W	CLB1	2.4901	805.3876	12	2
YGR109C	CLB6	0.7682	494.8040	11	0
YGR109W-A		0.0722	2.1694	1	0
YGR109W-B		0.1717	5.3393	1	0
YGR110W	CLD1	0.1442	37.3378	11	0
YGR111W		3.9680	844.8303	11	6
YGR112W	SHY1	2.8394	194.6044	11	3
YGR113W	DAM1	1.7545	319.6688	10	3
YGR116W	SPT6	7.9945	3281.3291	11	8
YGR117C		3.0977	1122.2181	10	5
YGR118W	RPS23A	37.1933	196380.5714	12	3
YGR119C	NUP57	12.6072	1823.4624	12	6
YGR120C	COG2	2.7466	229.8492	10	4
YGR121C	MEP1	1.6133	299.3817	12	0
YGR121W-A		0.3293	4.2094	3	0
YGR122W		2.5882	372.4164	10	2
YGR123C	PPT1	4.1685	674.9411	11	7
YGR124W	ASN2	36.7207	63851.7059	12	9
YGR125W		4.9896	1173.3132	12	5
YGR126W		1.1647	59.9261	10	2
YGR127W		1.7977	215.8084	12	2
YGR128C	UTP8	8.3814	4697.4300	12	5
YGR129W	SYF2	5.2638	541.3704	11	3
YGR130C		10.0424	987.0299	12	8
YGR131W	FHN1	0.7391	91.8948	11	0
YGR132C	PHB1	9.5752	9835.1532	13	7
YGR133W	PEX4	1.6807	215.8351	12	0
YGR134W	CAF130	3.1544	357.9997	11	3
YGR135W	PRE9	19.6860	13348.7697	12	7
YGR136W	LSB1	8.1043	3689.7395	11	7
YGR138C	TPO2	3.7767	831.4327	12	3
YGR140W	CBF2	1.6348	117.1919	10	4
YGR141W	VPS62	2.7801	440.7517	11	3
YGR142W	BTN2	0.7702	256.9929	11	0
YGR143W	SKN1	2.9149	1123.4292	13	3
YGR144W	THI4	1.6712	187.4791	9	2
YGR145W	ENP2	3.4466	1505.2272	12	4
YGR146C	ECL1	3.0254	1721.6709	13	1
YGR146C-A		0.2018	13.5517	3	0
YGR147C	NAT2	4.0649	3717.1203	12	4
YGR148C	RPL24B	57.0630	68760.5054	11	8
YGR149W		3.0972	1007.2816	13	2
YGR150C	CCM1	2.3185	250.9505	12	3
YGR152C	RSR1	5.0032	1419.6021	10	4
YGR153W		0.7466	64.2879	9	0
YGR154C	GTO1	0.9264	102.5934	10	0
YGR155W	CYS4	35.1598	17062.8886	12	10
YGR156W	PTI1	4.6384	595.9070	11	6
YGR157W	CHO2	7.8211	16810.6500	13	7
YGR158C	MTR3	9.0852	2501.8410	11	5
YGR159C	NSR1	54.8213	14826.5195	13	9
YGR161C	RTS3	3.2254	472.1900	13	1
YGR161C-C		NA	NA	0	0
YGR161C-D		0.3081	20.5456	1	2
YGR161W-A		NA	NA	0	0
YGR161W-B		0.1254	1.8453	1	0
YGR161W-C		0.4681	30.6095	4	0
YGR162W	TIF4631	18.9869	9191.3880	13	9
YGR163W	GTR2	6.1229	873.8021	9	4
YGR165W	MRPS35	3.1868	1027.2274	11	6
YGR166W	TRS65	0.9534	195.4222	11	3
YGR167W	CLC1	12.7468	5297.6643	13	7
YGR168C		2.3066	776.2614	12	0
YGR169C	PUS6	1.2188	367.5514	12	3
YGR169C-A	LSO2	1.3685	94.0549	4	4
YGR170W	PSD2	1.2193	181.9316	11	3
YGR171C	MSM1	1.9289	558.1019	11	3
YGR172C	YIP1	3.1831	1078.0274	12	2
YGR173W	RBG2	14.7366	2028.9216	11	7
YGR174C	CBP4	3.4919	1135.5769	11	3
YGR174W-A		0.3965	39.1546	4	0
YGR175C	ERG1	39.0553	36192.1884	13	8
YGR177C	ATF2	2.4946	413.3374	11	6
YGR178C	PBP1	9.7508	6670.9261	13	8
YGR179C	OKP1	3.1587	230.6407	10	3
YGR180C	RNR4	39.1346	28770.9591	13	10
YGR181W	TIM13	2.4570	1933.1916	10	4
YGR183C	QCR9	7.5379	3961.6017	12	2
YGR184C	UBR1	1.6844	791.9428	11	4
YGR185C	TYS1	18.9861	17959.6517	13	9
YGR186W	TFG1	5.0729	2084.1687	12	6
YGR187C	HGH1	13.7873	3126.4665	11	6
YGR188C	BUB1	1.1779	99.5605	10	2
YGR189C	CRH1	17.8840	9921.7060	12	6
YGR191W	HIP1	4.9555	2885.9759	12	4
YGR192C	TDH3	166.0330	465302.3867	10	10
YGR193C	PDX1	4.7099	2353.8879	13	7
YGR194C	XKS1	1.9557	528.0082	9	3
YGR195W	SKI6	4.6760	896.5156	13	6
YGR196C	FYV8	1.8951	466.6682	11	2
YGR197C	SNG1	2.6370	713.8596	13	1
YGR198W	YPP1	4.9854	1265.7578	11	4
YGR199W	PMT6	2.9904	1104.8946	12	2
YGR200C	ELP2	7.8961	1712.9875	11	7
YGR201C		0.9422	333.8697	11	1
YGR202C	PCT1	4.0455	3212.7780	11	5
YGR203W	YCH1	4.8826	877.3032	12	4
YGR204C-A		0.2309	7.9866	3	0
YGR204W	ADE3	34.9650	33243.6884	13	11
YGR205W	TDA10	3.2510	288.9919	11	6
YGR206W	MVB12	2.9433	1154.6295	11	4
YGR207C	CIR1	6.9105	1530.6950	12	7
YGR208W	SER2	10.8327	5666.1790	12	8
YGR209C	TRX2	41.3561	38379.0875	12	8
YGR210C		7.2493	4022.1506	13	7
YGR211W	ZPR1	14.5267	5128.6314	12	7
YGR212W	SLI1	2.0554	302.0300	10	2
YGR213C	RTA1	0.4737	84.5424	7	0
YGR214W	RPS0A	25.6533	43061.1990	12	5
YGR215W	RSM27	2.8160	901.9572	11	5
YGR216C	GPI1	2.1911	413.8159	11	1
YGR217W	CCH1	2.0907	457.0771	13	1
YGR218W	CRM1	15.2197	5969.7912	12	9
YGR220C	MRPL9	8.1709	1358.8517	11	7
YGR221C	TOS2	1.0603	165.3869	10	1
YGR222W	PET54	2.3368	2090.9429	10	3
YGR223C	HSV2	3.1194	507.0817	10	2
YGR224W	AZR1	0.6982	77.4905	9	1
YGR225W	AMA1	0.9390	49.9118	7	0
YGR227W	DIE2	2.4319	1425.8057	12	1
YGR229C	SMI1	22.7073	7507.5220	11	8
YGR230W	BNS1	1.4450	111.5443	9	0
YGR231C	PHB2	3.4242	5710.7804	13	6
YGR232W	NAS6	2.4936	862.9692	12	6
YGR233C	PHO81	4.6747	1532.5608	11	6
YGR234W	YHB1	24.3111	44745.9580	12	9
YGR235C	MIC26	7.5086	3489.9984	12	5
YGR236C	SPG1	0.2371	10.1533	6	0
YGR237C		3.2804	340.5782	12	5
YGR238C	KEL2	2.2375	159.1333	11	3
YGR239C	PEX21	0.5795	286.3197	10	0
YGR240C	PFK1	61.7157	53879.4862	13	10
YGR240C-A		0.3099	42.5950	4	0
YGR241C	YAP1802	7.3808	1747.4789	12	5
YGR243W	MPC3	4.5420	365.0396	9	3
YGR244C	LSC2	10.4073	3279.2691	13	7
YGR245C	SDA1	8.5819	2226.5539	11	5
YGR246C	BRF1	4.7997	2401.1527	12	3
YGR247W	CPD1	1.0975	251.2369	10	2
YGR248W	SOL4	4.8001	960.9299	12	4
YGR249W	MGA1	0.8375	32.1186	10	0
YGR250C		3.1311	1180.5228	13	6
YGR251W	NOP19	3.1138	676.1300	12	4
YGR252W	GCN5	2.1254	535.8562	11	3
YGR253C	PUP2	12.0313	4409.9150	12	8
YGR254W	ENO1	36.3927	64683.4137	12	11
YGR255C	COQ6	5.5468	2114.8137	12	5
YGR256W	GND2	2.2070	77.8323	11	7
YGR257C	MTM1	5.1462	709.3300	12	4
YGR258C	RAD2	2.3708	278.6379	11	3
YGR260W	TNA1	7.2696	2229.7178	12	4
YGR261C	APL6	6.0358	2338.1076	12	6
YGR262C	BUD32	4.9102	1196.4255	12	4
YGR263C	SAY1	2.4357	624.5092	12	2
YGR264C	MES1	29.3167	16337.5231	13	9
YGR266W		5.8217	2177.9352	12	5
YGR267C	FOL2	10.9150	4573.0676	13	8
YGR268C	HUA1	2.4302	523.9580	12	2
YGR270W	YTA7	3.8047	665.2302	11	6
YGR271C-A	EFG1	2.8310	324.8139	4	5
YGR271W	SLH1	1.2732	168.6880	11	6
YGR273C		0.1393	3.7996	7	0
YGR274C	TAF1	1.5177	431.5365	11	4
YGR275W	RTT102	3.7047	1073.0257	11	6
YGR276C	RNH70	2.8708	668.3826	11	3
YGR277C	CAB4	3.6148	1162.6519	12	3
YGR278W	CWC22	1.5654	128.8715	10	5
YGR279C	SCW4	15.7333	97751.3593	12	7
YGR280C	PXR1	6.4831	9612.6845	12	5
YGR281W	YOR1	6.8997	693.6954	11	6
YGR282C	BGL2	13.9101	19890.0544	12	7
YGR283C		2.5100	587.9054	11	4
YGR284C	ERV29	7.9748	5743.6283	13	4
YGR285C	ZUO1	57.7340	56966.6620	12	9
YGR286C	BIO2	2.9264	930.1038	12	3
YGR287C	IMA1	1.0758	55.6803	11	1
YGR288W	MAL13	0.6235	56.7860	10	1
YGR289C	MAL11	1.2374	47.8747	8	2
YGR292W	MAL12	1.4156	130.8525	7	2
YGR294W	PAU12	0.5846	100.9417	9	0
YGR295C	COS6	4.4603	1811.5758	9	1
YGR296W	YRF1-3	1.9981	695.2647	6	0
YHL001W	RPL14B	10.9081	7529.4499	11	6
YHL002W	HSE1	2.1358	875.2353	12	4
YHL003C	LAG1	10.8135	5035.4106	12	5
YHL004W	MRP4	4.2377	1112.1530	11	6
YHL006C	SHU1	0.7622	128.2005	10	0
YHL007C	STE20	5.5059	1429.2062	10	7
YHL008C		1.7738	820.1609	12	2
YHL009C	YAP3	1.6901	455.8100	12	4
YHL009W-A		0.0258	0.0433	1	0
YHL009W-B		0.1896	5.5788	1	1
YHL010C	ETP1	0.7852	95.5788	10	0
YHL011C	PRS3	12.3570	3984.9727	11	6
YHL012W		0.6412	42.8676	12	1
YHL013C	OTU2	2.7367	318.7357	11	5
YHL014C	YLF2	2.6026	595.5602	9	3
YHL015W	RPS20	24.5091	176922.0874	11	7
YHL015W-A		0.4884	5.8505	3	0
YHL016C	DUR3	0.4504	50.7973	9	0
YHL017W		6.7462	1507.6638	13	5
YHL018W		1.5442	87.1098	8	2
YHL019C	APM2	4.2367	479.1438	10	1
YHL020C	OPI1	4.0070	722.4157	11	4
YHL021C	AIM17	10.7165	2752.0610	13	7
YHL022C	SPO11	0.6185	41.8104	8	0
YHL023C	NPR3	1.1812	101.0677	11	3
YHL024W	RIM4	0.8349	70.0269	9	2
YHL025W	SNF6	3.6468	2967.1595	12	2
YHL026C		0.8643	301.2208	12	1
YHL027W	RIM101	2.6598	432.1200	12	3
YHL028W	WSC4	1.7654	237.6943	11	0
YHL029C	OCA5	6.2818	816.9562	12	4
YHL030W	ECM29	5.7997	1217.4398	10	7
YHL031C	GOS1	2.9457	1652.1313	11	3
YHL032C	GUT1	1.1749	145.6937	10	4
YHL033C	RPL8A	58.8513	69442.6143	12	9
YHL034C	SBP1	24.8616	38918.4456	10	7
YHL035C	VMR1	1.2573	350.7503	9	3
YHL036W	MUP3	0.8898	144.3797	9	0
YHL038C	CBP2	2.3606	413.9610	9	3
YHL039W	EFM1	8.5510	951.8045	11	5
YHL040C	ARN1	1.1733	202.1153	10	0
YHL042W		0.2655	34.1302	10	0
YHL043W	ECM34	0.2365	13.7637	7	0
YHL044W		2.5488	210.4161	10	0
YHL046C	PAU13	0.9649	57.9887	8	0
YHL047C	ARN2	2.7988	959.7822	12	0
YHL048C-A		0.1107	8.0845	1	0
YHL048W	COS8	4.4842	340.7497	9	3
YHL049C		0.4905	25.2460	6	0
YHL050C		1.6061	619.3386	9	0
YHR001W	OSH7	4.2167	1148.3549	12	6
YHR001W-A	QCR10	7.8075	2198.4245	11	6
YHR002W	LEU5	0.6424	475.4183	11	0
YHR003C	TCD1	4.2107	1365.6186	11	6
YHR004C	NEM1	3.2514	318.0474	11	3
YHR005C	GPA1	9.3532	1292.2573	10	6
YHR005C-A	TIM10	4.3482	3699.1150	7	4
YHR006W	STP2	5.1379	612.1816	11	2
YHR007C	ERG11	20.9941	36049.9325	12	7
YHR007C-A		0.2185	20.6901	3	0
YHR008C	SOD2	17.5724	6407.2239	12	9
YHR009C	TDA3	8.1622	1861.0458	12	7
YHR010W	RPL27A	30.5870	73325.2981	12	5
YHR011W	DIA4	2.1603	205.3251	11	2
YHR012W	VPS29	2.8841	1350.0217	11	4
YHR013C	ARD1	6.7750	3416.1182	12	5
YHR014W	SPO13	0.7444	30.3227	7	0
YHR015W	MIP6	1.0977	51.2691	10	1
YHR016C	YSC84	2.8481	459.4096	11	4
YHR017W	YSC83	2.4778	712.8866	10	2
YHR018C	ARG4	8.2590	5957.5988	12	9
YHR019C	DED81	7.5071	13322.7893	12	7
YHR020W		6.9624	8467.6704	13	7
YHR021C	RPS27B	21.3256	77406.1721	12	2
YHR021W-A	ECM12	0.5394	53.9321	5	0
YHR022C		0.6920	186.1121	10	0
YHR022C-A		0.3018	43.5143	3	0
YHR023W	MYO1	4.6857	270.8443	9	5
YHR024C	MAS2	9.8557	4333.0888	11	6
YHR025W	THR1	22.6791	31053.5975	12	9
YHR026W	VMA16	12.0331	13530.7923	12	3
YHR027C	RPN1	40.1210	17563.5685	13	9
YHR028C	DAP2	4.5766	661.1700	12	5
YHR029C	YHI9	4.7971	794.7615	10	5
